651,Aroostook Aviation,,PXX,United States,N
659,American Eagle Airlines,MQ,EGF,United States,Y
672,Aero Air,,WIL,United States,N
674,Aero Industries Inc,,WAB,United States,N
679,Aeronautical Radio Inc,,XAA,United States,N
684,Air-Rep,,XPR,United States,N
687,Air Sorel,,WHY,Canada,N
688,Air Net Private Charter,,WDR,United States,N
698,Aircraft Performance Group,,XLB,United States,N
704,Air-Lift Associates,,WPK,United States,N
710,Aviation Partners,,WLT,United States,N
714,Aviation North,,WLV,United States,N
721,AMR Services Corporation,,XAM,United States,N
722,Airline Operations Services,,XAO,United States,N
729,AT and T Aviation Division,,XAT,United States,N
731,Averitt Air Charter,,VRT,United States,N
741,American Flight Service Systems,,XFS,United States,N
765,Air Charter Professionals,,CHV,United States,N
767,Arctic Circle Air Service,5F,CIR,United States,N
768,Aviation Charter Services,,CKL,United States,N
771,Air Care Alliance,,CMF,United States,N
773,Air Toronto,,CNE,Canada,N
774,Aquila Air,,CNH,United States,N
776,Allcanada Express,,CNX,Canada,N
782,Air Creebec,,CRQ,Canada,N
783,Aero Charter and Transport,,CTA,United States,N
791,Air Transport,,CYO,United States,N
792,Access Air,ZA,CYD,United States,Y
796,Air Alpha,,DBA,United States,N
797,Air Niagara Express,,DBD,Canada,N
801,Astar Air Cargo,ER,DHL,United States,N
815,Aerodynamics Incorporated,,DNJ,United States,N
822,Aex Air,,DST,United States,N
824,Aero Dynamics,,DYN,United States,N
847,Epps Air Service,,EPS,United States,N
863,Air Exchange,,EXG,United States,N
868,Aviation Data Systems,,FBW,United States,N
869,Air Carriers,,FCI,United States,N
882,Air Florida,QH,FLZ,United States,Y
887,Ford Motor Company,,FRD,United States,N
905,Air Georgian,ZX,GGN,Canada,N
912,Aero Charter,,GLT,United States,N
917,Alberta Government,,GOA,Canada,N
925,Airlift Alaska,,GSP,United States,N
928,Atlas Air,5Y,GTI,United States,Y
943,Air Tahoma,,HMA,United States,N
944,Air Nova,,HMT,Canada,N
974,Avfinity,,UTX,United States,N
975,Alexandair,,JMR,Canada,N
980,Aerosmith Aviation,,JPR,United States,N
983,Air Canada Jazz,QK,JZA,Canada,Y
994,Air South,,KKB,United States,N
1005,Av Atlantic,,KYC,United States,N
1018,Aero Control Air,,LFC,Canada,N
1023,American Aviation,,LKP,United States,N
1025,Air Solutions,,LKY,United States,N
1065,Atlantic Aero and Mid-Atlantic Freight,,MDC,United States,N
1070,Asia Pacific Airlines,,MGE,United States,N
1076,Air Madeleine,,MLN,Canada,N
1080,AMP Incorporated,,MMP,United States,N
1091,Aerocharter,,MRM,Canada,N
1119,Atlantic Richfield Company,,NRS,United States,N
1132,Air Ontario,,ONT,Canada,N
1145,Air Cargo Express International,,PFT,United States,N
1155,Atlantic Coast Jet,,PRT,United States,N
1163,Aero Taxi,,QAT,Canada,N
1164,Aero Taxi Aviation,,QKC,United States,N
1165,Aviation Quebec Labrador,,QLA,Canada,N
1170,Air Center Helicopters,,RAP,United States,N
1174,Air Roberval,,RBV,Canada,N
1179,Air Mobility Command,MC,RCH,United States,N
1215,Air Cargo Masters,,RNR,United States,N
1246,Express Air Charter,,RXX,Canada,N
1250,Anoka Air Charter,,RZZ,United States,N
1253,American Jet International,,SCM,United States,N
1263,Air San Juan,,SJN,United States,N
1264,Aero-North Aviation Services,,SKP,Canada,N
1270,Airspeed Aviation,,SPD,Canada,N
1279,Aero 1 Pro-Jet,,SSM,Canada,N
1281,Aeropac,,STK,United States,N
1282,Air St. Thomas,,STT,United States,N
1286,Adler Aviation,,SWH,Canada,N
1295,Air Cargo Express,,TDG,United States,N
1297,Air Today,,TDY,United States,N
1315,Airmark Aviation,,TRH,United States,N
1316,AirTran Airways,FL,TRS,United States,Y
1317,Air Transat,TS,TSC,Canada,Y
1320,Avcenter,,TTE,United States,N
1333,Air LA,,UED,United States,N
1339,Air Castle Corporation / Global Airways,,GLB,United States,N
1347,Baker Aviation,8Q,BAJ,United States,N
1348,Blackhawk Airways,,BAK,United States,N
1350,Business Air Services,,BAM,Canada,N
1352,Bradly Air (Charter) Services,,BAR,Canada,N
1377,Bar Harbor Airlines,,AJC,United States,N
1382,Basler Flight Service,,BFC,United States,N
1384,Buffalo Airways,J4,BFL,Canada,N
1385,Bombardier,,BFO,Canada,N
1402,Bighorn Airways,,BHR,United States,N
1410,Big Island Air,,BIG,United States,N
1413,Boise Interagency Fire Center,,BIN,United States,N
1414,Bird Leasing,,BIR,United States,N
1418,Business Jet Solutions,,BJS,United States,N
1419,Bankair,B4,BKA,United States,N
1421,Barken International,,BKJ,United States,N
1429,Blue Horizon Travel Club,,BLH,United States,N
1434,Bearskin Lake Air Service,JV,BLS,Canada,Y
1435,Baltic Aviation,,BLT,United States,N
1442,Bemidji Airlines,CH,BMJ,United States,Y
1444,Bowman Aviation,,BMN,United States,N
1452,Bonair Aviation,,BNR,Canada,N
1453,Bancstar - Valley National Corporation,,BNS,United States,N
1459,Boeing,,BOE,United States,N
1460,Bordaire,,BOF,Canada,N
1470,Brock Air Services,,BRD,Canada,N
1472,Bering Air,8E,BRG,United States,Y
1474,Branson Airlines,,BRN,United States,N
1481,Braniff International Airways,BN,BNF,United States,N
1482,Buffalo Express Airlines,,BRX,United States,N
1492,Big Sky Airlines,GQ,BSY,United States,N
1496,Baltia Air Lines,,BTL,United States,N
1498,Business Express,,GAA,United States,N
1505,Buffalo Airways,,BVA,United States,N
1507,Baron Aviation Services,,BVN,United States,N
1514,Bar XH Air,,BXH,Canada,N
1517,Redding Aero Enterprises,,BXR,United States,N
1518,Berry Aviation,,BYA,United States,N
1529,Baltimore Air Transport,,CPJ,United States,N
1530,Boston-Maine Airways,E9,CXS,United States,N
1532,Baltimore Airways,,EAH,United States,N
1535,Business Express Delivery,,EXP,Canada,N
1547,Bombardier Business Jet Solutions,,LXJ,United States,N
1556,Butte Aviation,,PPS,United States,N
1558,Business Airfreight,,RLR,United States,N
1564,Bell Helicopter Textron,,TXB,Canada,N
1566,Biz Jet Charter,,VLX,United States,N
1570,Baseops International,,XBO,United States,N
1576,C and M Aviation,,TIP,United States,N
1577,C&M Airways,,RWG,United States,N
1591,CKC Services,,CKC,United States,N
1597,CSA Air,,IRO,United States,N
1605,Cal-West Aviation,,REZ,United States,N
1606,California Air Shuttle,,CSL,United States,N
1608,Calm Air,MO,CAV,Canada,N
1609,Camai Air,R9,CAM,United States,N
1613,CanJet,C6,CJA,Canada,N
1614,Canada Jet Charters,,PIL,Canada,N
1615,Canadian Airlines,CP,CDN,Canada,Y
1616,Canadian Coast Guard,,CTG,Canada,N
1617,Canadian Eagle Aviation,,HIA,Canada,N
1618,Canadian Forces,,CFC,Canada,N
1619,Canadian Global Air Ambulance,,BZD,Canada,N
1620,Canadian Helicopters,,CDN,Canada,N
1621,Canadian Interagency Forest Fire Centre,,TKR,Canada,N
1622,Canadian National Telecommunications,,XNC,Canada,N
1623,Canadian North,5T,MPE,Canada,Y
1624,Canadian Regional Airlines,,CDR,Canada,N
1625,Canadian Warplane Heritage Museum,,CWH,Canada,N
1626,Canadian Western Airlines,W2,CWA,Canada,N
1629,Cape Air,9K,KAP,United States,Y
1631,Cape Central Airways,,SEM,United States,N
1632,Cape Smythe Air,,CMY,United States,N
1633,Capital Air Service,,CPX,United States,N
1636,Capital Cargo International Airlines,PT,CCI,United States,N
1637,Capital City Air Carriers,,CCQ,United States,N
1639,Capitol Air Express,,CEX,United States,N
1640,Capitol Wings Airline,,CWZ,United States,N
1643,Cardinal/Air Virginia,,FVA,United States,N
1649,Cargo 360,GG,GGC,United States,N
1655,Cargojet Airways,W8,CJT,Canada,N
1665,Caribbean Express,,TLC,United States,N
1671,Carroll Air Service,,ULS,United States,N
1672,Casement Aviation,,CMT,United States,N
1673,Casino Airline,,CSO,United States,N
1674,Casper Air Service,,CSP,United States,N
1676,Castle Aviation,,CSJ,United States,N
1678,Catalina Flying Boats,,CBT,United States,N
1690,Centennial Airlines,,CNL,United States,N
1691,Centennial Flight Centre,,CNS,Canada,N
1696,Central Airlines,,CTL,United States,N
1699,Central Aviation,,YOG,United States,N
1703,Central Flying Service,,CHA,United States,N
1705,Central Mountain Air,,GLR,Canada,N
1707,Central Skyport,,CSI,United States,N
1709,Centre Airlines,,DTV,United States,N
1714,Centurion Air Cargo,WE,CWC,United States,N
1716,Century Aviation International,,HAI,Canada,N
1717,Certified Air Dispatch,,XAD,United States,N
1721,Chalk's Ocean Airways,OP,CHK,United States,N
1724,Challenge International Airlines,,OFF,United States,N
1727,Champion Air,MG,CCP,United States,N
1730,Channel Island Aviation,,CHN,United States,N
1731,Chantilly Air,,WML,United States,N
1732,Chaparral Airlines,,CPL,United States,N
1735,Charlie Hammonds Flying Service,,HMD,United States,N
1736,Charlotte Air National Guard,,CGD,United States,N
1738,Chartright Air,,HRT,Canada,N
1739,Chautauqua Airlines,RP,CHQ,United States,Y
1744,Cherokee Express,,CBM,United States,N
1745,Cherry Air,,CCY,United States,N
1746,Chesapeake Air Service,,CAB,United States,N
1747,Chevron U.S.A,,CVR,United States,N
1748,Cheyenne Airways,,CYA,United States,N
1749,Chicago Air,,CGO,United States,N
1750,Chicago Express,C8,WDY,United States,N
1753,Chilcotin Caribou Aviation,,DES,Canada,N
1754,Chilliwack Aviation,,CAD,Canada,N
1773,Chipola Aviation,,CEP,United States,N
1774,Chippewa Air Commuter,,CPW,United States,N
1776,Christman Air System,,CAS,United States,N
1778,Chrome Air Services,,CHO,United States,N
1779,Church Aircraft,,CHU,United States,N
1783,Cirrus Air,,NTS,United States,N
1786,Citationshares,,FIV,United States,N
1787,Citibank,,XCX,United States,N
1791,City of Bangor,,XBG,United States,N
1797,Citylink Airlines,,HSR,United States,N
1799,Civil Air Patrol South Carolina Wing,,BKR,United States,N
1805,Clark Aviation,,CLK,United States,N
1807,Clay Lacy Aviation,,CLY,United States,N
1814,Coastal Air,DQ,,United States,Y
1815,Coastal Air Transport,,TCL,United States,N
1816,Coastal Airways,,CNG,United States,N
1818,Cohlmia Aviation,,CHL,United States,N
1820,Colemill Enterprises,,CLE,United States,N
1821,Colgan Air,9L,CJC,United States,Y
1822,Colibri Aviation,,CAE,Canada,N
1823,Colt International,,CCX,United States,N
1824,Columbia Airlines,,COL,Canada,N
1825,Columbia Helicopters,,WCO,United States,N
1826,Columbus Air Transport,,KLR,United States,N
1827,Colvin Aviation,,GHP,United States,N
1828,Comair,OH,COM,United States,Y
1838,Commander Air Charter,,CML,Canada,N
1840,Commercial Aviation,,CMS,Canada,N
1842,Commonwealth Jet Service,,CJS,United States,N
1843,CommutAir,C5,UCA,United States,Y
1860,Compass Airlines,CP,CPZ,United States,Y
1862,Compuflight Operations Service,,XCO,United States,N
1863,Compuserve Incorporated,,XCS,United States,N
1864,Conair Aviation,,CRC,Canada,N
1866,Condor Aero Services,,CNR,United States,N
1869,Confort Air,,COF,Canada,N
1871,Congressional Air,,CGA,United States,N
1872,Conifair Aviation,,ROY,Canada,N
1873,Connectair Charters,,BSN,Canada,N
1874,Conquest Airlines,,CAC,United States,N
1875,Conroe Aviation Services,,CXO,United States,N
1880,Contel ASC,,XCL,United States,N
1881,Continental Airlines,CO,COA,United States,Y
1883,Continental Express,CO,,United States,Y
1884,Continental Micronesia,CS,CMI,United States,Y
1885,Continental Oil,,CON,United States,N
1887,Cook Inlet Aviation,,CKA,United States,N
1891,Copper State Air Service,,COP,United States,N
1896,Corpac Canada,,CPB,Canada,N
1900,Corporate Air,,CPT,United States,N
1901,Corporate Air,,CPR,United States,N
1902,Corporate Aircraft Company,,CPO,United States,N
1903,Corporate Airlink,,COO,Canada,N
1904,Corporate Aviation Services,,CKE,United States,N
1905,Corporate Flight International,,VHT,United States,N
1906,Corporate Flight Management,,VTE,United States,N
1907,Corporate Jets,,CJI,United States,N
1911,Cougar Helicopters,,CHI,Canada,N
1915,Courier Services,,CSD,United States,N
1917,Coval Air,,CVL,Canada,N
1921,Cree Airways,,CRE,Canada,N
1929,Crow Executive Air,,CWX,United States,N
1930,Crown Air Systems,,CKR,United States,N
1931,Crown Airways,,CRO,United States,Y
1932,Crownair,,CRW,Canada,N
1934,Cryderman Air Service,,CTY,United States,N
1935,Crystal Shamrock,,CYT,United States,N
1937,Cumberland Airways (Nicholson Air Service),,CBL,United States,N
1938,Custom Air Transport,,CTT,United States,N
1941,Cypress Airlines,,CYS,Canada,N
1948,D & D Aviation,,DDA,United States,N
1949,D&K Aviation,,DNK,United States,N
1965,DSWA,,RSK,United States,N
1970,Daimler-Chrysler,,DCX,United States,N
1974,Dallas Express Airlines,,DXP,United States,N
1976,Danbury Airways,,DSA,United States,N
1985,Dash Air Charter,,DSH,United States,N
1989,Dassault Falcon Jet Corporation,,CVF,United States,N
1992,Date Transformation Corp,,XDT,United States,N
1995,Dawn Air,,DWN,United States,N
1996,DayJet,,DJS,United States,N
1998,De Havilland,,DHC,Canada,N
2000,Decatur Aviation,,DAA,United States,N
2004,Deere and Company,,JDC,United States,N
2005,Delaware Skyways,,DWR,United States,N
2007,Delta Air Charter,,SNO,Canada,N
2008,Delta Air Elite,,ELJ,United States,N
2009,Delta Air Lines,DL,DAL,United States,Y
2012,Delta State University,,DSU,United States,N
2014,Denver Express,,FEC,United States,N
2015,Denver Jet,,DJT,United States,N
2025,Diamond Aviation,,SPK,United States,N
2027,Digital Equipment Corporation,,DGT,United States,N
2031,Direct Air,,DIA,United States,N
2032,Direct Air trading as Midway Connection,,XAP,United States,N
2036,Discover Air,,DCV,United States,N
2037,Discovery Airways,DH,DVA,United States,N
2038,Dispatch Services,,XDS,United States,N
2040,Dixie Airways,,DEE,United States,N
2044,Dolphin Express Airlines,,IXX,United States,N
2045,Dome Petroleum,,DPL,Canada,N
2059,Drummond Island Air,,DRE,United States,N
2066,Duncan Aviation,,PHD,United States,N
2073,Dwyer Aircraft Services,,DFS,United States,N
2074,Dynair Services,,XDY,United States,N
2075,Dynamair Aviation,,DNR,Canada,N
2078,E H Darby Aviation,,EHD,United States,N
2092,Eagle Aero,,ICR,United States,N
2101,Eagle Jet Charter,,EGJ,United States,N
2102,Eaglemed (Ballard Aviation),,EMD,United States,N
2109,East Coast Jets,,ECJ,United States,N
2110,East Hampton Aire,,EHA,United States,N
2111,East Kansas City Aviation,,EKC,United States,N
2119,Eastern Carolina Aviation,,ECI,United States,N
2122,Eastern Metro Express,,EME,United States,N
2123,Eastern Pacific Aviation,,EPB,Canada,N
2126,Eastwind Airlines,W9,SGR,United States,N
2128,Eckles Aircraft,,CMN,United States,N
2129,Eclipse Aviation,,EJT,United States,N
2139,Edgartown Air,,SLO,United States,N
2141,Edwards Jet Center of Montana,,EDJ,United States,N
2156,Elan Express,,ELX,United States,N
2173,Elliott Aviation,,ELT,United States,N
2177,Embassy Freight Company,,EFT,United States,N
2179,Embry-Riddle Aeronautical University,,XSL,United States,N
2181,Emery Worldwide Airlines,,EWW,United States,N
2185,Empire Air Service,,EMP,United States,N
2186,Empire Airlines,EM,CFS,United States,N
2203,Entergy Services,,ENS,United States,N
2205,Eos Airlines,E0,ESS,United States,N
2209,Era Helicopters,,ERH,United States,N
2212,Erie Airways,,ERE,United States,N
2216,Esso Resources Canada,,ERC,Canada,N
2261,Evergreen International Airlines,EZ,EIA,United States,Y
2262,Everts Air Alaska/Everts Air Cargo,,VTS,United States,N
2267,Execair Aviation,MB,EXA,Canada,N
2273,Executive Air Charter,,EAC,United States,N
2274,Executive Air Fleet,,XAF,United States,N
2277,Executive Airlines,OW,EXK,United States,N
2280,Executive Flight,,EXE,United States,N
2281,Executive Flight Operations Ontario Government,,TRI,Canada,N
2283,Executive Jet Management,,EJM,United States,N
2289,Express Air,,FXA,United States,N
2291,Express Line Aircompany,,XPL,United States,N
2292,Express Net Airlines,,XNA,United States,N
2293,Express One International,EO,LHN,United States,Y
2294,Express Tours,,XTO,Canada,N
2295,ExpressJet,XE,BTA,United States,Y
2298,NetJets,,EJA,United States,N
2299,F.S. Air Service,,EYE,United States,N
2301,FINFO Flight Inspection Aircraft,,FLC,United States,N
2303,FLTPLAN,,DCM,United States,N
2315,Fairways Corporation,,FWY,United States,N
2318,Falcon Air Express,,FAO,United States,N
2323,Falwell Aviation,,FAW,United States,N
2325,Farmingdale State University,,FDL,United States,N
2332,Farwest Airlines,,FRW,United States,N
2336,Fayetteville Flying Service and Scheduled Skyways System,,SKM,United States,N
2340,Federal Armored Service,,FRM,United States,N
2341,Federal Aviation Administration,,NHK,United States,N
2342,Federal Express,FX,FDX,United States,N
2347,Financial Airxpress,,FAK,United States,N
2348,Fine Airlines,,FBF,United States,N
2354,First Air,7F,FAB,Canada,Y
2359,First Flying Squadron,,GGA,United States,N
2364,Flagship Express Services,,FSX,United States,N
2365,Flair Airlines,,FLE,Canada,N
2366,Flamenco Airways,,WAF,United States,N
2367,Flamingo Air,,FMR,United States,N
2374,Flight Alaska,,TUD,United States,N
2376,Flight Centre Victoria,,FCV,Canada,N
2379,Flight Express,,FLX,United States,N
2382,Flight International,,IVJ,United States,N
2383,Flight Line,,MIT,United States,N
2384,Flight Ops International,,FOI,United States,N
2385,Flight Options,,OPT,United States,N
2389,Flight Trac,,CCK,United States,N
2392,Flight-Ops International,,KLO,Canada,N
2393,Flightcraft,,CSK,United States,N
2394,Flightexec,,FEX,Canada,N
2397,Flightstar Corporation,,FSR,United States,N
2398,Flightworks,,KDZ,United States,N
2399,Flint Aviation Services,,FAZ,United States,N
2400,Florida Air,,OJY,United States,N
2401,Florida Coastal Airlines,PA,FCL,United States,N
2402,Florida Department of Agriculture,,FFS,United States,N
2403,Florida Jet Service,,FJS,United States,N
2404,Florida West International Airways,RF,FWL,United States,Y
2435,Focus Air,,FKS,United States,N
2442,Fortunair Canada,,FXC,Canada,N
2443,Forward Air International Airlines,BN,,United States,N
2444,Foster Aviation,,FSA,United States,N
2448,Four Star Aviation / Four Star Cargo,HK,FSC,United States,N
2449,Four Winds Aviation,,WDS,United States,N
2454,Freedom Air,FP,FRE,United States,Y
2456,Freedom Airlines,,FRL,United States,Y
2459,Freight Runners Express,,FRG,United States,N
2465,Friendship Air Alaska,,FAL,United States,N
2468,Frontier Airlines,F9,FFT,United States,Y
2469,Frontier Commuter,,ITR,United States,N
2470,Frontier Flying Service,2F,FTA,United States,Y
2474,Full Express,,GAX,United States,N
2483,GAK/Mitchell Aero,,MTA,United States,N
2485,GB Airlink,,GBX,United States,N
2487,GCS Air Service,,GCS,United States,N
2495,GP Express Airlines,,GPE,United States,N
2499,GTA Air,,GTX,United States,N
2504,Gail Force Express,,GFC,United States,N
2510,Galena Air Service,,GAS,United States,N
2511,Galileo International,1G,,United States,N
2517,Gander Aviation,,GAN,Canada,N
2518,Garden State Airlines,,GSA,United States,N
2519,Garrison Aviation,,AHM,Canada,N
2525,Geesair,,GEE,Canada,N
2526,Gemini Air Cargo,GR,GCO,United States,N
2527,Gendall Air,,GAB,Canada,N
2530,General Aerospace,,SWK,Canada,N
2533,General Aviation Flying Services,,GTH,United States,N
2534,General Aviation Terminal,,XGA,Canada,N
2535,General Motors,,GMC,United States,N
2537,Geographic Air Surveys,,GSL,Canada,N
2557,Gibson Aviation,,NTC,United States,N
2558,Global Air Charter,,RPS,United States,N
2567,Global Jet Corporation,,NSM,United States,N
2569,Global Sky Aircharter,,GSK,United States,N
2571,Global System,,XGS,United States,N
2572,Global Weather Dynamics,,XGW,United States,N
2577,GoJet Airlines,G7,GJS,United States,Y
2582,Gold Belt Air Transport,,GBT,Canada,N
2586,Golden Airlines,,GDD,United States,N
2587,Golden Pacific Airlines,,GPA,United States,N
2591,Golfe Air Quebec,,GAQ,Canada,N
2601,Grand Aire Express,,GAE,United States,N
2602,Grand Airways,,GND,United States,N
2603,Grand Canyon Airlines,,CVU,United States,N
2604,Grant Aviation,GS,GUN,United States,N
2606,Great American Airways,,GRA,United States,N
2607,Great Lakes Airlines,ZK,GLA,United States,Y
2609,Great Plains Airlines,,GRP,United States,N
2611,Great Western Air,,GWA,United States,N
2635,Gulf & Caribbean Cargo / Contract Air Cargo,,TSU,United States,N
2639,Gulf Air Inc,,GAT,United States,N
2640,Gulf Central Airlines,,GCN,United States,N
2641,Gulf Flite Center,,SFY,United States,N
2643,Gulfstream Aerospace,,GLF,United States,N
2644,Gulfstream Airlines,,GFS,United States,N
2645,Gulfstream International Airlines,,GFT,United States,Y
2646,Gull Air,,GUL,United States,N
2656,Hadison Aviation,,FMS,United States,N
2657,Hageland Aviation Services,H6,HAG,United States,Y
2677,Hand D Aviation,,WVA,United States,N
2683,Harbor Airlines,HB,HAR,United States,N
2684,Harmony Airways,HQ,HMY,Canada,N
2688,Hawaiian Airlines,HA,HAL,United States,Y
2689,Hawaiian Pacific Airlines,HP,,United States,N
2692,Hawkair,BH,,Canada,Y
2693,Hawkaire,,HKI,United States,N
2731,Helijet,JB,JBA,Canada,Y
2745,Helitrans Air Service,,HTS,United States,N
2753,Heritiage Flight (Valley Air Services),,SSH,United States,N
2754,Herman's Markair Express,,MRX,United States,N
2760,High-Line Airways,,HLB,Canada,N
2763,Hogan Air,,HGA,United States,N
2769,Holiday Airlines,,HOL,United States,N
2776,Hop-A-Jet,,HPJ,United States,N
2777,Hope Air,HH,,Canada,N
2778,Horizon Air,QX,QXE,United States,Y
2779,Horizon Air Service,,KOK,United States,N
2784,Horizons Unlimited,,HUD,United States,N
2787,Houston Helicopters,,HHO,United States,N
2790,Hub Airlines,,HUB,United States,N
2791,Huessler Air Service,,HUS,United States,N
2792,Hughes Aircraft Company,,GMH,United States,N
2793,Hummingbird Helicopter Service,,WHR,United States,N
2796,Hyack Air,,HYA,Canada,N
2798,Hydro-Québec,,HYD,Canada,N
2801,IBC Airways,II,CSQ,United States,N
2806,ICC Canada,,CIC,Canada,N
2808,IFL Group,,IFL,United States,N
2813,IMP Aviation Services,,BLU,Canada,N
2814,IMP Group Aviation Services,,XGG,Canada,N
2820,ITA Software,1U,,United States,N
2841,Iliamna Air Taxi,,IAR,United States,N
2846,Imperial Airways,,PNX,United States,N
2848,Independence Air,DH,IDE,United States,N
2855,Indigo,I9,IBU,United States,Y
2863,Innotech Aviation,,IVA,Canada,N
2866,Intair,,INT,Canada,N
2876,Inter-Air,,ITA,United States,N
