8P,3856,156,5523,
8P,3856,156,119,
8P,3856,156,162,
8P,3856,156,164,
8P,3856,156,184,
8P,3856,156,200,
8P,3856,156,8223,
8P,3856,156,5545,
8P,3856,162,156,
8P,3856,164,87,
8P,3856,164,156,
8P,3856,184,156,
8P,3856,200,156,
8P,3856,8223,156,
8P,3856,5545,156,
9E,3976,3682,4039,
9E,3976,3682,3578,
9E,3976,3682,4043,
9E,3976,3682,4285,
9E,3976,3682,3488,
9E,3976,3682,4018,
9E,3976,3682,4041,
9E,3976,3682,4008,
9E,3976,3682,4034,
9E,3976,3682,3544,
9E,3976,3682,4017,
9E,3976,3682,4128,
9E,3976,3682,3858,
9E,3976,3682,4016,
9E,3976,3682,3745,
9E,3976,3682,3676,
9E,3976,3682,4356,
9E,3976,4039,3682,
9E,3976,3578,3682,
9E,3976,4285,3682,
9E,3976,3488,3682,
9E,3976,3645,3861,
9E,3976,4018,3682,
9E,3976,4041,3682,
9E,3976,3442,7018,
9E,3976,4008,3682,
9E,3976,4034,3682,
9E,3976,3797,3861,
9E,3976,3544,3682,
9E,3976,4017,3682,
9E,3976,3697,3861,
9E,3976,4128,3682,
9E,3976,3542,3682,
9E,3976,3473,3861,
9E,3976,3858,3682,
9E,3976,3858,3861,
9E,3976,3861,3645,
9E,3976,3861,3797,
9E,3976,3861,3697,
9E,3976,3861,3473,
9E,3976,3861,3858,
9E,3976,4016,3682,
9E,3976,3745,3682,
9E,3976,7018,3442,
9E,3976,3676,3682,
9E,3976,4356,3682,
9K,1629,3517,3448,
9K,1629,3517,5737,
9K,1629,3517,4278,Y
9K,1629,3517,4265,
9K,1629,3864,3448,
9K,1629,3864,3546,
9K,1629,3864,3724,
9K,1629,3701,3448,
9K,1629,4025,3448,
9K,1629,4021,7070,
9K,1629,4021,5739,
9K,1629,4021,3604,
9K,1629,4021,7071,
9K,1629,4021,7065,
9K,1629,3448,3517,
9K,1629,3448,3864,
9K,1629,3448,3701,
9K,1629,3448,4025,
9K,1629,3448,4278,
9K,1629,3448,5749,
9K,1629,3448,4265,
9K,1629,3448,6456,
9K,1629,3448,4026,
9K,1629,3448,5767,
9K,1629,3448,5770,
9K,1629,5728,3678,
9K,1629,5737,3517,
9K,1629,5737,3589,
9K,1629,5737,4265,
9K,1629,7070,4021,
9K,1629,5739,4021,
9K,1629,3589,4278,
9K,1629,3589,5749,
9K,1629,3589,4265,
9K,1629,3604,4021,
9K,1629,4278,3517,Y
9K,1629,4278,3448,
9K,1629,5744,3678,
9K,1629,5749,3448,
9K,1629,5749,3589,
9K,1629,3546,3864,
9K,1629,4265,3517,
9K,1629,4265,3448,
9K,1629,4265,5737,
9K,1629,4265,3589,
9K,1629,6825,3678,
9K,1629,3724,3864,
9K,1629,7071,4021,
9K,1629,5758,3678,
9K,1629,6456,3448,
9K,1629,4026,3448,
9K,1629,5767,3448,
9K,1629,7065,4021,
9K,1629,5770,3448,
9K,1629,3678,5728,
9K,1629,3678,5744,
9K,1629,3678,6825,
9K,1629,3678,5758,
9K,1629,3678,3665,
9K,1629,3678,5774,
9K,1629,3665,3678,
9K,1629,5774,3678,
AA,24,4355,3876,Y
AA,24,4355,3752,
AA,24,3718,3670,Y
AA,24,4019,3670,
AA,24,4019,3484,Y
AA,24,4019,3830,Y
AA,24,4019,3462,Y
AA,24,3700,3670,Y
AA,24,3852,3670,Y
AA,24,3658,3876,
AA,24,3658,3520,Y
AA,24,3864,3876,
AA,24,3864,3520,Y
AA,24,3864,3752,
AA,24,5718,3830,Y
AA,24,3840,3670,Y
AA,24,3774,3484,Y
AA,24,3774,3462,
AA,24,3838,3830,Y
AA,24,3838,3752,Y
AA,24,3682,3876,Y
AA,24,3682,3670,
AA,24,3682,3576,
AA,24,3682,3830,Y
AA,24,3682,3752,Y
AA,24,3682,3462,Y
AA,24,3673,3876,Y
AA,24,3673,3670,
AA,24,3673,3797,
AA,24,3673,3484,
AA,24,3673,3861,
AA,24,3673,3830,
AA,24,3673,3752,
AA,24,3673,3462,
AA,24,4007,3876,
AA,24,4286,3876,
AA,24,4286,3752,
AA,24,4039,3830,Y
AA,24,3825,3876,
AA,24,3825,3520,Y
AA,24,3825,3670,
AA,24,3825,3484,
AA,24,3825,3576,
AA,24,3825,3830,Y
AA,24,3825,3752,
AA,24,3825,3570,Y
AA,24,3558,3462,Y
AA,24,4129,3752,
AA,24,3463,3520,Y
AA,24,3463,3752,Y
AA,24,3811,3876,
AA,24,3811,3520,
AA,24,3811,3670,
AA,24,3811,3576,Y
AA,24,3811,3752,
AA,24,4037,3670,Y
AA,24,4037,3830,Y
AA,24,3690,3876,
AA,24,3690,3520,
AA,24,3690,3670,
AA,24,3690,3797,Y
AA,24,3690,3484,
AA,24,3690,3697,Y
AA,24,3690,3576,
AA,24,3690,3830,Y
AA,24,3690,3752,
AA,24,3495,3462,
AA,24,3448,3820,Y
AA,24,3448,3876,
AA,24,3448,3520,
AA,24,3448,3670,
AA,24,3448,3797,
AA,24,3448,3484,
AA,24,3448,3697,
AA,24,3448,3542,
AA,24,3448,3576,
AA,24,3448,3830,
AA,24,3448,3720,Y
AA,24,3448,3752,
AA,24,3448,3462,
AA,24,3448,3570,Y
AA,24,3448,3608,Y
AA,24,3448,3622,Y
AA,24,3448,3731,Y
AA,24,3448,3577,Y
AA,24,3448,3745,
AA,24,3612,3670,Y
AA,24,3738,3670,Y
AA,24,3846,3876,
AA,24,3846,3670,Y
AA,24,3711,3520,
AA,24,3711,3752,
AA,24,3820,3448,Y
AA,24,3820,3876,
AA,24,3820,3520,Y
AA,24,3820,3830,Y
AA,24,3820,3752,
AA,24,3644,3720,Y
AA,24,3644,3462,Y
AA,24,3644,3577,Y
AA,24,3849,3876,
AA,24,3849,3670,
AA,24,3849,3797,Y
AA,24,3849,3576,
AA,24,3849,3830,Y
AA,24,3849,3752,
AA,24,3849,3462,
AA,24,3561,3876,
AA,24,3561,3520,
AA,24,3561,3670,Y
AA,24,3561,3752,Y
AA,24,4112,3876,
AA,24,4112,3520,Y
AA,24,4112,3752,
AA,24,3578,3876,
AA,24,3578,3520,Y
AA,24,3578,3670,Y
AA,24,3578,3830,Y
AA,24,4015,3876,
AA,24,4015,3697,Y
AA,24,4015,3830,Y
AA,24,4015,3752,
AA,24,3806,3876,
AA,24,3806,3520,Y
AA,24,3806,3670,Y
AA,24,3806,3576,Y
AA,24,3806,3752,
AA,24,4043,3670,Y
AA,24,4043,3830,Y
AA,24,3486,3876,
AA,24,3486,3670,
AA,24,3486,3797,Y
AA,24,3486,3576,Y
AA,24,3486,3830,Y
AA,24,3486,3752,Y
AA,24,3715,3670,Y
AA,24,3876,4355,Y
AA,24,3876,3658,
AA,24,3876,3864,
AA,24,3876,3682,Y
AA,24,3876,3673,
AA,24,3876,4007,
AA,24,3876,4286,Y
AA,24,3876,3825,
AA,24,3876,3811,
AA,24,3876,3690,
AA,24,3876,3448,
AA,24,3876,3846,
AA,24,3876,3820,
AA,24,3876,3849,
AA,24,3876,3561,
AA,24,3876,4112,
AA,24,3876,3578,
AA,24,3876,4015,
AA,24,3876,3806,
AA,24,3876,3486,
AA,24,3876,3759,Y
AA,24,3876,4285,
AA,24,3876,3488,
AA,24,3876,3950,
AA,24,3876,3627,
AA,24,3876,3520,
AA,24,3876,3751,
AA,24,3876,3670,
AA,24,3876,3729,Y
AA,24,3876,3645,
AA,24,3876,3730,
AA,24,3876,3494,
AA,24,3876,5738,
AA,24,3876,3533,
AA,24,3876,3879,
AA,24,3876,3472,Y
AA,24,3876,4038,Y
AA,24,3876,4008,
AA,24,3876,4034,
AA,24,3876,8314,
AA,24,3876,3589,Y
AA,24,3876,4113,
AA,24,3876,5742,
AA,24,3876,3714,
AA,24,3876,3550,
AA,24,3876,3845,
AA,24,3876,3585,
AA,24,3876,3580,Y
AA,24,3876,3712,
AA,24,3876,3797,
AA,24,3876,3877,
AA,24,3876,3484,
AA,24,3876,4017,
AA,24,3876,3697,
AA,24,3876,3660,Y
AA,24,3876,5753,
AA,24,3876,3458,
AA,24,3876,3878,
AA,24,3876,3542,
AA,24,3876,3473,
AA,24,3876,4115,Y
AA,24,3876,4011,Y
AA,24,3876,3576,
AA,24,3876,3717,Y
AA,24,3876,3671,
AA,24,3876,3782,
AA,24,3876,3858,
AA,24,3876,3861,Y
AA,24,3876,3515,
AA,24,3876,4386,
AA,24,3876,3454,Y
AA,24,3876,3830,
AA,24,3876,3611,
AA,24,3876,3722,
AA,24,3876,3720,
AA,24,3876,6959,
AA,24,3876,3633,
AA,24,3876,3752,
AA,24,3876,3462,
AA,24,3876,3570,
AA,24,3876,3564,Y
AA,24,3876,3641,
AA,24,3876,3862,
AA,24,3876,3626,
AA,24,3876,3608,
AA,24,3876,4016,
AA,24,3876,3622,
AA,24,3876,3793,
AA,24,3876,3731,
AA,24,3876,3621,
AA,24,3876,3613,
AA,24,3876,3642,
AA,24,3876,4014,
AA,24,3876,3577,
AA,24,3876,3469,
AA,24,3876,3536,
AA,24,3876,3817,
AA,24,3876,4067,Y
AA,24,3876,3678,
AA,24,3876,3745,
AA,24,3876,3698,Y
AA,24,3876,3646,
AA,24,3876,4116,
AA,24,3876,3676,
AA,24,3876,3873,
AA,24,3876,4356,
AA,24,3876,100,Y
AA,24,3876,146,Y
AA,24,3876,193,Y
AA,24,3759,3876,
AA,24,3759,3520,Y
AA,24,3759,3670,
AA,24,3759,3797,Y
AA,24,3759,3484,
AA,24,3759,3697,Y
AA,24,3759,3576,Y
AA,24,3759,3830,Y
AA,24,3759,3752,Y
AA,24,3759,3462,
AA,24,4049,3670,Y
AA,24,4049,3830,Y
AA,24,3819,3670,
AA,24,3719,3670,Y
AA,24,3719,3830,Y
AA,24,3744,3670,
AA,24,3488,3876,
AA,24,3488,3520,Y
AA,24,3488,3670,Y
AA,24,3488,3797,Y
AA,24,3488,3576,Y
AA,24,3488,3830,Y
AA,24,3488,3752,Y
AA,24,4045,3830,Y
AA,24,3950,3876,
AA,24,3627,3876,
AA,24,3627,3520,Y
AA,24,3627,3670,
AA,24,3627,3697,Y
AA,24,3627,3830,Y
AA,24,3627,3752,Y
AA,24,4388,3830,Y
AA,24,3520,3658,Y
AA,24,3520,3864,Y
AA,24,3520,3825,Y
AA,24,3520,3463,Y
AA,24,3520,3811,Y
AA,24,3520,3690,Y
AA,24,3520,3448,
AA,24,3520,3711,
AA,24,3520,3820,Y
AA,24,3520,3561,Y
AA,24,3520,4112,Y
AA,24,3520,3578,Y
AA,24,3520,3806,Y
AA,24,3520,3876,
AA,24,3520,3759,Y
AA,24,3520,4285,Y
AA,24,3520,3488,Y
AA,24,3520,3627,
AA,24,3520,3670,
AA,24,3520,3729,Y
AA,24,3520,3645,Y
AA,24,3520,5738,
AA,24,3520,3533,
AA,24,3520,4008,Y
AA,24,3520,4034,Y
AA,24,3520,8314,
AA,24,3520,3589,Y
AA,24,3520,4113,Y
AA,24,3520,3845,Y
AA,24,3520,3585,Y
AA,24,3520,3857,Y
AA,24,3520,3580,Y
AA,24,3520,3712,Y
AA,24,3520,3797,
AA,24,3520,3877,
AA,24,3520,3484,
AA,24,3520,3697,
AA,24,3520,3660,Y
AA,24,3520,3458,Y
AA,24,3520,3878,
AA,24,3520,3473,Y
AA,24,3520,4011,Y
AA,24,3520,3576,
AA,24,3520,3858,Y
AA,24,3520,3861,Y
AA,24,3520,3515,Y
AA,24,3520,4386,Y
AA,24,3520,3454,Y
AA,24,3520,3830,
AA,24,3520,3611,
AA,24,3520,3722,Y
AA,24,3520,3720,Y
AA,24,3520,3752,
AA,24,3520,3462,
AA,24,3520,3570,Y
AA,24,3520,3564,Y
AA,24,3520,3641,Y
AA,24,3520,3862,Y
AA,24,3520,3626,Y
AA,24,3520,3622,Y
AA,24,3520,3793,Y
AA,24,3520,3731,
AA,24,3520,3613,Y
AA,24,3520,4014,Y
AA,24,3520,4067,Y
AA,24,3520,3678,Y
AA,24,3520,3745,Y
AA,24,3520,3698,Y
AA,24,3520,3646,
AA,24,3520,3676,Y
AA,24,3520,3873,Y
AA,24,3520,73,Y
AA,24,3520,146,Y
AA,24,3520,193,Y
AA,24,3751,3876,
AA,24,3751,3670,
AA,24,3751,3484,Y
AA,24,3751,3576,
AA,24,3751,3830,
AA,24,3751,3752,
AA,24,3751,3462,
AA,24,3751,3577,Y
AA,24,3670,3718,Y
AA,24,3670,4019,
AA,24,3670,3700,Y
AA,24,3670,3852,Y
AA,24,3670,3840,Y
AA,24,3670,3682,
AA,24,3670,3673,
AA,24,3670,3825,
AA,24,3670,3811,
AA,24,3670,4037,Y
AA,24,3670,3690,
AA,24,3670,3448,
AA,24,3670,3612,Y
AA,24,3670,3738,Y
AA,24,3670,3846,Y
AA,24,3670,3849,
AA,24,3670,3561,Y
AA,24,3670,3578,Y
AA,24,3670,3806,Y
AA,24,3670,4043,Y
AA,24,3670,3486,
AA,24,3670,3715,Y
AA,24,3670,3876,
AA,24,3670,3759,
AA,24,3670,4049,Y
AA,24,3670,3819,
AA,24,3670,3719,Y
AA,24,3670,3744,
AA,24,3670,4285,Y
AA,24,3670,3488,Y
AA,24,3670,3627,
AA,24,3670,3520,
AA,24,3670,3751,
AA,24,3670,3713,Y
AA,24,3670,3729,
AA,24,3670,3645,
AA,24,3670,3559,
AA,24,3670,4018,Y
AA,24,3670,3494,
AA,24,3670,4292,Y
AA,24,3670,3687,
AA,24,3670,3533,
AA,24,3670,4009,Y
AA,24,3670,3437,Y
AA,24,3670,4041,Y
AA,24,3670,3497,Y
AA,24,3670,3465,Y
AA,24,3670,4063,Y
AA,24,3670,4038,Y
AA,24,3670,5740,Y
AA,24,3670,3775,Y
AA,24,3670,3685,Y
AA,24,3670,4008,Y
AA,24,3670,4034,Y
AA,24,3670,3728,
AA,24,3670,3566,
AA,24,3670,4113,
AA,24,3670,3714,
AA,24,3670,3550,
AA,24,3670,3457,
AA,24,3670,3585,
AA,24,3670,3580,Y
AA,24,3670,3712,
AA,24,3670,3797,
AA,24,3670,4354,Y
AA,24,3670,3877,
AA,24,3670,4256,Y
AA,24,3670,3484,
AA,24,3670,3829,
AA,24,3670,3513,Y
AA,24,3670,4017,Y
AA,24,3670,3493,Y
AA,24,3670,3697,
AA,24,3670,3660,
AA,24,3670,3691,Y
AA,24,3670,3652,Y
AA,24,3670,3458,
AA,24,3670,3878,
AA,24,3670,3473,
AA,24,3670,3826,
AA,24,3670,4115,Y
AA,24,3670,4050,Y
AA,24,3670,3576,
AA,24,3670,3717,
AA,24,3670,4072,Y
AA,24,3670,3732,Y
AA,24,3670,3782,Y
AA,24,3670,3459,Y
AA,24,3670,3858,
AA,24,3670,3861,
AA,24,3670,3456,
AA,24,3670,3863,
AA,24,3670,3454,
AA,24,3670,3734,
AA,24,3670,3830,
AA,24,3670,3611,
AA,24,3670,3722,
AA,24,3670,3720,
AA,24,3670,3752,
AA,24,3670,3462,
AA,24,3670,4046,Y
AA,24,3670,3570,
AA,24,3670,3564,
AA,24,3670,3839,
AA,24,3670,4087,Y
AA,24,3670,3626,
AA,24,3670,3608,
AA,24,3670,3807,
AA,24,3670,3736,Y
AA,24,3670,3793,
AA,24,3670,3784,Y
AA,24,3670,3731,
AA,24,3670,3621,
AA,24,3670,3613,Y
AA,24,3670,4014,
AA,24,3670,3577,
AA,24,3670,3469,
AA,24,3670,4348,Y
AA,24,3670,3609,Y
AA,24,3670,3748,
AA,24,3670,3708,Y
AA,24,3670,3536,
AA,24,3670,3817,
AA,24,3670,3867,
AA,24,3670,4336,Y
AA,24,3670,3680,Y
AA,24,3670,3678,
AA,24,3670,3698,Y
AA,24,3670,3646,
AA,24,3670,3855,
AA,24,3670,3636,
AA,24,3670,3770,Y
AA,24,3670,3848,Y
AA,24,3670,3676,Y
AA,24,3670,3873,Y
AA,24,3670,4356,
AA,24,3670,49,
AA,24,3670,146,
AA,24,3670,156,
AA,24,3670,178,
AA,24,3670,193,
AA,24,3713,3670,Y
AA,24,3713,3462,Y
AA,24,3729,3876,Y
AA,24,3729,3520,Y
AA,24,3729,3670,
AA,24,3729,3830,Y
AA,24,3729,3462,
AA,24,3645,3876,
AA,24,3645,3520,Y
AA,24,3645,3670,
AA,24,3645,3697,Y
AA,24,3645,3576,
AA,24,3645,3830,Y
AA,24,3645,3752,
AA,24,3645,3462,
AA,24,3645,146,Y
AA,24,3946,3752,
AA,24,3559,3670,
AA,24,3559,3484,Y
AA,24,3559,3830,Y
AA,24,3559,3462,Y
AA,24,4276,3752,
AA,24,4099,3484,Y
AA,24,4099,3720,Y
AA,24,4018,3670,Y
AA,24,4018,3830,Y
AA,24,3730,3876,
AA,24,3494,3876,
AA,24,3494,3670,
AA,24,3494,3576,
AA,24,3494,3830,Y
AA,24,3494,3752,
AA,24,3494,3462,
AA,24,3494,3577,Y
AA,24,3875,3576,Y
AA,24,4292,3670,Y
AA,24,4292,3830,Y
AA,24,3687,3670,
AA,24,3687,3484,Y
AA,24,3687,3462,Y
AA,24,5738,3876,
AA,24,5738,3520,Y
AA,24,4261,3462,Y
AA,24,3533,3876,
AA,24,3533,3520,
AA,24,3533,3670,
AA,24,3533,3830,
AA,24,3533,3752,
